10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.04605
60000 0.0407346153846154
70000 0.0488423076923077
80000 0.0441884615384615
90000 0.0522
100000 0.0457576923076923
110000 0.0655115384615385
120000 0.0462
130000 0.0504192307692308
140000 0.0412076923076923
150000 0.0414961538461538
160000 0.0403153846153846
170000 0.0792615384615385
180000 0.0850115384615385
190000 0.0777115384615385
200000 0.0490923076923077
210000 0.0577384615384615
220000 0.0863076923076923
230000 0.0753076923076923
240000 0.176096153846154
250000 0.120315384615385
260000 0.0645692307692308
270000 0.0980846153846154
280000 0.133192307692308
290000 0.121726923076923
300000 0.1005
