10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.05
60000 0.0599961538461539
70000 0.0700153846153846
80000 0.08
90000 0.0900038461538462
100000 0.100176923076923
110000 0.109630769230769
120000 0.120003846153846
130000 0.130253846153846
140000 0.139980769230769
150000 0.150023076923077
160000 0.159711538461538
170000 0.169923076923077
180000 0.180584615384615
190000 0.190096153846154
200000 0.199938461538462
210000 0.210015384615385
220000 0.220069230769231
230000 0.230180769230769
240000 0.2402
250000 0.24185
260000 0.260123076923077
270000 0.268596153846154
280000 0.279896153846154
290000 0.290107692307692
300000 0.300330769230769
