10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.0499923076923077
60000 0.06
70000 0.0699884615384615
80000 0.08
90000 0.0900038461538461
100000 0.100003846153846
110000 0.109996153846154
120000 0.120026923076923
130000 0.129996153846154
140000 0.140084615384615
150000 0.15
160000 0.160011538461538
170000 0.169973076923077
180000 0.179830769230769
190000 0.190065384615385
200000 0.200023076923077
210000 0.208823076923077
220000 0.220111538461538
230000 0.230646153846154
240000 0.240123076923077
250000 0.250069230769231
260000 0.260507692307692
270000 0.269611538461539
280000 0.280884615384615
290000 0.289415384615385
300000 0.298953846153846
