10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.0408961538461539
60000 0.0427615384615385
70000 0.0395076923076923
80000 0.0400461538461538
90000 0.0419769230769231
100000 0.0516269230769231
110000 0.0406461538461539
120000 0.0420230769230769
130000 0.0509807692307692
140000 0.0793769230769231
150000 0.06145
160000 0.0442923076923077
170000 0.0508576923076923
180000 0.0409884615384615
190000 0.0411192307692308
200000 0.0420153846153846
210000 0.0556846153846154
220000 0.0507076923076923
230000 0.0494
240000 0.0449846153846154
250000 0.0721846153846154
260000 0.0791846153846154
270000 0.0595846153846154
280000 0.0992153846153846
290000 0.0485346153846154
300000 0.0831846153846154
